Job Title,Company,City,Work Mode,Description,Skills
Artificial Intelligence Engineer,Tilda Research,Greater Vancouver Metropolitan Area,Remote,"About the job
We're seeking an AI Engineer to assist us in designing, developing, and deploying machine learning models and AI systems across our products. You’ll work closely with data scientists, backend engineers, and product managers to bring cutting-edge AI capabilities to life in production environments.

What You'll Do
Design, train, and optimize machine learning models for a range of NLP tasks, including classification, prediction, and generative applications, based on project requirements
Fine-tune pre-trained models, including large language models (LLMs), to adapt them to domain-specific or task-specific objectives
Evaluate and deploy ML models using appropriate metrics and tools, ensuring model performance, robustness, and scalability across use cases. Responsibilities include designing evaluation strategies, conducting error analysis, and iteratively refining models for production readiness
Work with large-scale datasets, perform feature engineering, and build robust data pipelines
Collaborate with cross-functional teams to identify opportunities for AI-driven improvements
Deploy models into production using MLOps best practices (e.g., CI/CD, versioning, monitoring)
Develop APIs or services to integrate AI capabilities into applications
Stay current on state-of-the-art techniques in AI/ML and recommend relevant tools or approaches
Contribute to architecture discussions and help shape the roadmap for AI solutions

What We're Looking For
PhD Required, Computer Science, Machine Learning, Statistics, or a related field.
2–5 years of hands-on experience in applied machine learning or AI engineering
Proficient in Python and common ML libraries (TensorFlow, PyTorch, scikit-learn, Hugging Face, etc.)
Experience with large language models (LLMs), NLP, computer vision, or recommendation systems is a strong plus
Familiarity with model deployment tools and MLOps platforms (e.g., MLflow, SageMaker, Vertex AI, or Docker/Kubernetes)
Solid understanding of data structures, algorithms, and model evaluation techniques

Bonus Points For
Experience with generative AI (e.g., LLM fine-tuning, embeddings, vector databases)
Familiarity with graph neural networks, reinforcement learning, or time-series forecasting
Exposure to cloud platforms like AWS, GCP, or Azure",[]
Machine Learning Engineer,Valence,"Toronto, ON",Hybrid,"About the job
Valence has built the first-to-market AI native coaching platform for enterprise, offering personalized, expert, and human-like guidance & support to any leader or employee. At Valence, we're not just talking about the future of work – we're actively shaping it.

From your first interaction with us, you'll notice we're different. By working here you won't just implement solutions for our clients; you'll be helping to architect the future of leadership in the age of generative AI. And we'll be honest – this is not for everyone. But for those with an insatiable desire to work fast on complex, unsolved challenges with some of the best talent in tech, this could be the career-defining opportunity you've been waiting for.

The Role

This role is a Machine Learning Engineer role for our conversational AI coaching product designed for Fortune 500 enterprises, reporting into our Head of AI. In this role you will implement, and optimize machine learning models that power our coaching insights and recommendations. This role is focused on the development and optimization of machine learning models and algorithms, optimizing the underlying ML infrastructure and model development. This role will directly impact our product's core and shape the future of AI-driven leadership coaching for Fortune 500 enterprises.

About Valence

We're a Series A B2B SaaS company, backed by Insight Partners, that's pioneering the first generative AI leadership coach for large enterprises. Our mission is to transform how the world's biggest companies approach learning and development, helping teams work better together. We've been featured in Harvard Business Review, and our client list reads like a Who's Who of global business, including Coca-Cola, Nestlé, General Mills, ServiceNow, AstraZeneca, Prudential, Citi, CVS and Bristol Myers Squibb.

What You'll Do

You will develop scalable data pipelines, optimize models for performance and accuracy, and evaluate them to ensure they are production-ready. 
Develop, design and implement improvements in user experience in conversational interactions leveraging LLMs in new ways to advance product goals
Work with the product team to analyze user behavior and prioritize evolving requirements
Experiment at a high velocity, conducting statistical analyses, to optimize the end user experience 
Research and development on new Conversational AI approaches leveraging cutting edge LLM/NLP advancements
Documentation of models, prompts, and processes to increase replicability and drive quality improvements. 
Stay current with the latest leading research advancements in ML, LLMs, and Conversational AI
Support other coding and feature development where required


What We're Looking For

Bachelor's degree in Computer Science, Engineering, Mathematics, related field, or equivalent experience
3+ years of professional experience (or equivalent) in software engineering, AI/ML development (ideally including a Master's or Ph.D. in Computer Science, ML, Data Science, or a related field)
Practical experience and theoretical knowledge of language technologies such as: dialogue/conversational systems, NLP, and Information Retrieval
Strong foundation in data structures, algorithms, and software engineering principles
Proficiency in Python and relevant deep learning frameworks; training (e.g. PyTorch, Tensorflow, JAX, Hugging Face Transformers/Adapters), serving (e.g., Hugging Face TGI//outlines, vLLM)
Experience with LLM model development and deployment ideally including experience with model distillation, supervised fine-tuning using RLHF/DPO, and automatic prompt tuning (e.g. DSPy, TextGrad) 
Experience with cloud deployment of ML systems (e.g., AWS, GCP, Azure) including and open systems (e.g. Docker and Kubernetes) and associated ML services
Strong analytical and problem-solving skills
Experience structuring and running data-backed experiments
Strong written and verbal communication skills
Exposure to early-stage startups, preferably B2B SaaS


What You'll Get

Ownership of projects and strategic priorities regardless of seniority
Strong ties to the executive team, a culture of transparency and engagement with strategic decisions
Options from day one, which means you will be on the ownership track right away
Competitive salary and equity packages
Comprehensive health coverage (medical, dental, and vision) from day 1
Provision of anything you need to be successful - learning tools, hardware, office equipment, software
Generous PTO, company-wide R&R shutdowns and paid leave for parents. 
A WFH stipend, phone stipend and support to work in a We Work or other space as preferred


Learn More About Us And Meet Our Team Here

Location and Work Environment

If candidates are based in NYC or Toronto they can work hybrid in our offices, otherwise this role can be remote. Candidates must be comfortable working with colleagues in different time zones (UK), and have valid travel documents without work authorization restrictions in the US.

Diversity and Inclusion

We are dedicated to creating a diverse and inclusive environment where everyone feels valued and supported. We encourage applications from candidates of all backgrounds and offer accommodations upon request throughout the hiring process. If you have any questions, please reach out to Allison Langille, Head of People, at jobs@valence.co.",[]
Senior Chatbot LLM Engineer,SEW-Eurodrive Canada,,,"About the job
Location: This is an in-person position based in Vaughan, Ontario, with occasional travel to our Brampton facility and our Headquarters in Bruchsal Germany.
Division: Innovation Hub Canada – Innovation Services

About Us

At SEW-EURODRIVE, we are shaping the future of automated manufacturing through cutting-edge drive technology and intelligent automation solutions. Our global Innovation Hubs are at the forefront of digital transformation, delivering scalable, high-impact solutions that enhance operational efficiency and productivity. We foster a culture of creativity, collaboration, and technical excellence.

Position Overview

We are seeking a highly skilled Senior Chatbot LLM Engineer to design, develop, and optimize AI-powered chatbot solutions using Large Language Models (LLMs). In this role, you will work closely with cross-functional teams to enhance conversational AI capabilities, improve user interactions, and integrate intelligent solutions across various platforms. Your work will directly contribute to SEW’s digital transformation and customer experience strategies.
 Key Responsibilities

Design, develop, and deploy LLM-based chatbots for customer support, automation, and conversational AI applications.
Optimize chatbot performance using prompt engineering, fine-tuning, and reinforcement learning techniques.
Implement advanced Natural Language Processing (NLP) algorithms to improve contextual understanding and response accuracy.
Participate in AI architecture design decision processes.
Integrate chatbots with third-party APIs, databases, and enterprise systems.
Conduct A/B testing and performance evaluations to continuously improve chatbot efficiency and user satisfaction.
Collaborate with UX designers, product managers, and data scientists to refine conversational flows and user experiences.
Stay current with the latest advancements in LLMs, NLP, and AI technologies to drive innovation.
 Qualifications

· Bachelor’s or Master’s degree in Computer Science, Artificial Intelligence, or a related field.
· Strong programming skills and hands-on experience with LLM frameworks (e.g., OpenAI, Hugging Face, LangChain).
· Expertise in NLP, machine learning, and deep learning techniques.
· Experience with enterprise-grade contact-center automation platforms.
· Familiarity with multi-turn dialogue systems and reinforcement learning for chatbot training.
· Knowledge of speech-to-text and text-to-speech technologies.
· Proficiency in Python or SQL for advanced data analysis and model integration.
· Understanding of ethical AI principles and bias mitigation in LLMs.
· Strong problem-solving skills and a passion for building AI-driven solutions.
· Hands-on experience with regional conversation style finetuning in genAI context.
· Excellent communication and collaboration skills, especially in agile and cross-functional environments.
 What We Offer

· Competitive salary and comprehensive benefits package
· Opportunities for career growth and professional development
· A collaborative, innovative, and inclusive work environment
· Exposure to global projects and cutting-edge technologies",[]
Generative AI Engineer,Alexa Translations,"Toronto, ON",Hybrid,"About the job
About Alexa Translations
Alexa Translations provides translation services in the legal, financial, and securities sectors by leveraging proprietary A.I. technology and a team of highly specialized linguistic experts. Unmatched in speed and quality, our machine translation engine is best-in-class and specifically trained for the French-Canadian market. If that wasn’t enough, our technology is backed by two decades of award-winning client service.

About the Role
We are looking for a Generative AI Engineer to develop our next-generation intelligent translation and translation-related service engine, using Generative AI (GenAI) and Large Language Model (LLM) technologies. You will report to the team lead on GenAI, develop and implement state-of-the-art algorithms by fast prototyping, and collaborate with the software team to deploy models. We expect our Generative AI Engineer to stay current with the technological cutting edge and build applications of LLM and GenAI to machine translation with best industry practices, as well as having solid background and hands-on experience with deep learning, machine learning, natural language processing, and big data.

Responsibilities
Research and implement state-of-the-art LLM techniques including continued pre-training, instruction fine-tuning, preference alignment, and LLM deployment while also focusing on prompt engineering and GenAI more broadly
Work closely with machine learning engineers and data scientists to design, build, and test models
Contribute to technological innovations by staying current to the cutting-edge achievements of GenAI and LLM from industry and academia
Develop efficient and scalable algorithms for training and inference of generative models, leveraging deep learning frameworks such as TensorFlow or PyTorch and optimizing performance on diverse hardware platforms
Train and evaluate generative models using appropriate metrics and benchmarks, fine-tuning model parameters, architectures, and hyperparameters to optimize performance, stability, and generalization
Work closely with software and DevOps engineers to deploy GenAI models
Document code, algorithms, and experimental results, following best practices for reproducibility, version control, and software engineering, and contribute to internal knowledge sharing and continuous improvement initiatives.
 Requirements
Bachelor's or Master's degree in Computer Science, Artificial Intelligence, Machine Learning, or related field
1+ years of industry experience developing GenAI and LLM applications is preferred
2+ years of professional experience as a software engineer is required.
Proficiency in Python programming and software development practices, with experience in building and maintaining scalable, production-grade software systems
Working knowledge and project-based record of all of the following: prompt tuning, RAG, ICL
Working knowledge and project-based record of at least one of the following is a plus: continued pre-training, instruction fine-tuning, Agent
Strong problem-solving skills, attention to detail, and the ability to work independently and collaboratively in a fast-paced environment
Hands-on experience with Huggingface APIs or Amazon Bedrock
Expert skills of Python, including PyTorch, TensorFlow, Pandas, etc
Experience with cloud platforms like AWS, GCP, or Azure
Self-driven, self-motivated with excellent time management skills
Excellent communication skills, with the ability to convey complex technical concepts clearly and effectively to both technical and non-technical stakeholders
Familiarity with GPU programming and optimization techniques for accelerating deep learning computations
Ability to adapt to shifting priorities without compromising deadlines and momentum
Prior experience in generative AI research, projects, or internships, with contributions to open-source projects or publications in relevant conferences or journals",[]
Generative AI Engineer,EaseMyTrip.com,Canada,Remote,"About the job
About the Role

We are looking for a talented LLM & Backend Engineer to join our AI innovation team at EaseMyTrip.com and help power the next generation of intelligent travel experiences. In this role, you will lead the integration and optimization of Large Language Models (LLMs) to create conversational travel agents that can understand, recommend, and assist travelers across platforms. You will work at the intersection of backend systems, AI models, and natural language understanding, bringing smart automation to every travel interaction.

Key Responsibilities:

LLM Integration: Deploy and integrate LLMs (e.g., GPT-4, Claude, Mistral) to process natural language queries and deliver personalized travel recommendations.
Prompt Engineering & RAG: Design optimized prompts and implement Retrieval-Augmented Generation (RAG) workflows to enhance contextual relevance in multi-turn conversations.
Conversational Flow Design: Build and manage robust conversational workflows capable of handling complex travel scenarios such as booking modifications and cancellations.
LLM Performance Optimization: Tune models and workflows to balance performance, scalability, latency, and cost across diverse environments.
Backend Development: Develop scalable, asynchronous backend services using FastAPI or Django, with a focus on secure and efficient API architectures.
Database & ORM Design: Design and manage data using PostgreSQL or MongoDB, and implement ORM solutions like SQLAlchemy for seamless data interaction.
Cloud & Serverless Infrastructure: Deploy solutions on AWS, GCP, or Azure using containerized and serverless tools such as Lambda and Cloud Functions.
Model Fine-Tuning & Evaluation: Fine-tune open-source and proprietary LLMs using techniques like LoRA and PEFT, and evaluate outputs using BLEU, ROUGE, or similar metrics.
NLP Pipeline Implementation: Develop NLP functionalities including named entity recognition, sentiment analysis, and dialogue state tracking.
Cross-Functional Collaboration: Work closely with AI researchers, frontend developers, and product teams to ship impactful features rapidly and iteratively.

Preferred Candidate Profile:

Experience: Minimum 2 years in backend development with at least 1 year of hands-on experience working with LLMs or NLP systems.
Programming Skills: Proficient in Python with practical exposure to asynchronous programming and frameworks like FastAPI or Django.
LLM Ecosystem Expertise: Experience with tools and libraries such as LangChain, LlamaIndex, Hugging Face Transformers, and OpenAI/Anthropic APIs.
Database Knowledge: Strong understanding of relational and NoSQL databases, including schema design and performance optimization.
Model Engineering: Familiarity with prompt design, LLM fine-tuning (LoRA, PEFT), and evaluation metrics for language models.
Cloud Deployment: Comfortable working with cloud platforms (AWS/GCP/Azure) and building serverless or containerized deployments.
NLP Understanding: Solid grasp of NLP concepts including intent detection, dialogue management, and text classification.
Problem-Solving Mindset: Ability to translate business problems into AI-first solutions with a user-centric approach.
Team Collaboration: Strong communication skills and a collaborative spirit to work effectively with multidisciplinary teams.
Curiosity and Drive: Passionate about staying at the forefront of AI and using emerging technologies to build innovative travel experiences.",[]
Senior Software Engineer - LLM Inference,CentML,"Toronto, ON",Hybrid,"About the job
About Us

We believe AI will fundamentally transform how people live and work. CentML's mission is to massively reduce the cost of developing and deploying ML models so we can enable anyone to harness the power of AI and everyone to benefit from its potential.

Our founding team is made up of experts in AI, compilers, and ML hardware and has led efforts at companies like Amazon, Google, Microsoft Research, Nvidia, Intel, Qualcomm, and IBM. Our co-founder and CEO, Gennady Pekhimenko, is a world-renowned expert in ML systems who holds multiple academic and industry research awards from Google, Amazon, Facebook, and VMware.

About the Position: 

As a member of the LLM inference team, you will help build state-of-the-art software with the goal of enabling LLM inference to become more efficient, scalable, and accessible. Are you interested in architecting and implementing the best inference stacks in the LLM world? Work and collaborate with a diverse set of teams involving resource orchestration, distributed systems, inference engine optimization, and writing high-performance GPU kernels.

Come join our team and contribute towards democratizing Machine Learning for the world!

Responsibilities:

Write safe, scalable, modular, and high-quality (C++/Python) code for our core backend software. 
Perform benchmarking, profiling, and system-level programming for GPU applications. 
Provide code reviews, design docs, and tutorials to facilitate collaboration among the team. 
Conduct unit tests and performance tests for different stages of the inference pipeline


Who you are:

Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. 
Strong coding skills in Python and C/C++
5+ years of industry experience in software engineering. 
Knowledgeable and passionate about machine learning and performance engineering. 


Nice to haves:

Solid fundamentals in machine learning and deep learning
Solid fundamentals in operating systems, computer architecture, and parallel programming
Research experience in systems or machine learning
Industry experience in building enterprise-scale large distributed systems
Experience with training, deploying, or optimizing the inference of LLMs in production is a plus
Experience with performance modeling, profiling, debugging, and code optimization or architectural knowledge of CPU and GPU is a plus


We strongly encourage you to include sample projects (e.g. Github) that demonstrate the qualifications above. 

For recent graduates, you can optionally submit your unofficial transcripts.

Benefits & Perks

 An open and inclusive work environment
 Employee stock options
 Best-in-class medical and dental benefits
 Parental Leave top-up
 Professional development budget
 Flexible vacation time to promote a healthy work-life blend


We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, disability, and any other protected ground of discrimination under applicable human rights legislation.

CentML strives to respect the dignity and independence of people with disabilities and is committed to giving them the same opportunity to succeed as all other employees.

Inclusiveness is core to our culture at CentML, and we strive to ensure you get the most from your interview experience. CentML makes reasonable accommodations for applicants with disabilities. If a reasonable accommodation is needed to participate in the job application or interview process, please reach out to the Talent team.",[]
AI/ML/LLM Engineer (Healthcare & Edge AI),Monark,,,"About the job
Job Openings

AI/ML/LLM Engineer (Healthcare & Edge AI)

Critical Insights - White Rock, British Columbia

Department

Critical Insights

Employment Type

Permanent - Full-Time

Minimum Experience

Experienced

Compensation

$85,000 - $100,000

Job Summary

We are seeking a highly motivated AI / ML / LLM Engineer to join our core technology team in Canada. The ideal candidate will have hands-on experience with training, fine-tuning, and deploying machine learning and large language models (LLMs) in real-world healthcare and embedded applications. This role involves working with multimodal data (text, image, time-series), optimizing models for edge deployment (e.g., on Jetson platforms), and collaborating with clinical and engineering teams to develop intelligent decision-support tools.

Key Responsibilities

 Model Development & Training: Design and implement ML models and LLMs for clinical NLP, computer vision, and time-series analysis.
 LLM Fine-Tuning & Optimization: Fine-tune transformer-based LLMs (e.g., LLaMA, GPT, BERT) using domain-specific data.
 Multimodal Integration: Fuse data from EMR notes, physiological monitors, and video sources to build robust predictive systems.
 Edge AI Inference: Optimize and deploy ML/LLM models on edge platforms such as NVIDIA Jetson (Xavier, AGX Orin).
 Pipeline Automation: Build scalable training and inference pipelines using PyTorch, TensorFlow, and Hugging Face Transformers.
 Evaluation & Validation: Define performance metrics, conduct clinical validations, and refine models for safety-critical environments.
 Collaboration & Documentation: Work with firmware, frontend, and clinical teams; maintain technical documentation and research records.

Required Qualifications

 3+ years of experience in AI/ML development, including work on NLP and LLMs
 Proficiency in Python, PyTorch, and TensorFlow
 Hands-on experience with Hugging Face Transformers, LangChain, or OpenLLM frameworks
 Familiarity with NVIDIA CUDA, TensorRT, and ONNX for edge model acceleration
 Strong understanding of neural networks, model interpretability, and training workflows
 Experience with Git, version control, and collaborative development practices
 Solid grasp of medical or clinical datasets (notes, time-series, imaging) preferred

Preferred Qualifications

 Experience deploying models on Jetson platforms (Nano, TX2, Xavier, Orin)
 Understanding of HIPAA, PHI, and secure model deployment in healthcare
 Knowledge of classical ML algorithms (XGBoost, SVM, clustering) for tabular data
 Experience with multimodal model architectures (e.g., vision-language models)
 Publications or participation in medical AI challenges (e.g., PhysioNet, MIMIC)

Why Join Us?

 Develop impactful AI solutions for neonatal and critical care
 Work at the intersection of healthcare, deep learning, and edge computing
 Collaborate with top clinicians, engineers, and researchers
 Competitive salary, benefits, and the opportunity to shape next-gen AI products

First Name

Last Name

Email

Phone

Address

City

Province

–Select–

Postal Code

Country

Canada

Cover Letter

No file selected

Resume

No file selected

Date Available

Desired Pay

Website, Blog, or Portfolio

LinkedIn Profile URL

Thank You

Your application was submitted successfully",[]
"Sr Staff Machine Learning Engineer, GenAI",Mozilla,"Toronto, ON",Remote,"About the job
Why Mozilla?

Mozilla Corporation is the non-profit-backed technology company that has shaped the internet for the better over the last 25 years. We make pioneering brands like Firefox, the privacy-minded web browser. Now, with more than 225 million people around the world using our products each month, we’re shaping the next 25 years of technology and helping to reclaim an internet built for people, not companies. Our work focuses on diverse areas including AI, social media, security and more. And we’re doing this while never losing our focus on our core mission – to make the internet better for people.

The Mozilla Corporation is wholly owned by the non-profit 501(c) Mozilla Foundation. This means we aren’t beholden to any shareholders — only to our mission. Along with thousands of volunteer contributors and collaborators all over the world, Mozillians design, build and distribute open-source software that enables people to enjoy the internet on their terms.

About This Team And Role

The Firefox team is a community of engineers who care deeply about delivering the fastest, friendliest, most usable browser possible. We are responsible for making the things you see in the browser work securely, quickly, and well! We are looking for a Senior Staff Machine Learning Engineer to help us develop and grow new machine learning driven products and tools. You will play a key role in enabling safe and healthy machine learning and AI driven experiences in Firefox.

Senior Staff Engineers are industry experts in their domain. They help define our product strategy and goals affecting multiple teams and turn our strategy into coordinated action for those teams. They mentor others through transfer of responsibilities to more junior engineers, so they can tackle new ones, while collaborating with management on building team consensus and providing direction.

What You’ll Do

Take on large open-ended problems and drive them to completion, collaborating with other designers and engineers to make the web a better place.
Identify strategic opportunities where Large Language models improve the experience in Firefox.
Lead the design, development, and integration of innovative AI and machine learning models in Firefox, collaborating cross functionally with product management, full stack engineering and design.
Stay up-to-date with the latest advancements in AI, and inform feature development, and ensure our methodologies remain innovative and relevant.
Lead by example to upskill the team on AI and generate thought leadership.

What You'll Bring

8+ years experience as an engineer in machine learning with experience building and shipping machine learning models in production environments for user-facing applications.
Experience with shipping LLMs and multimodal models in user-centric products.
Deep understanding of fundamental machine learning concepts, including deep learning, natural language processing, large language models, and reinforcement learning, with proven expertise in one or more of these areas.
Identify difficult problems that are important for the organization, collaborate across teams and the organization to find the best strategy to resolve.
Consistent track record of technical leadership across multiple teams, shipping AI products showing a high degree of collaboration, flexibility, and respect for different perspectives
Experience with tooling in the AI ecosystem, that are open source and services in the cloud(such as GCP, AWS, Azure)
Experience with design of experiments, survey design, and large-scale AB testing
Experience with responsible AI, transparent algorithms, and putting users’ needs first.
You’re pragmatic about how to move things forward in specific timeframes including trade-offs and safeguards when implementing new functionality.
Lead and thrive effectively on a distributed team.

Bonus Points

Experience with working on on-device machine learning models.
You have previously successfully contributed to an open source project.
Experience with the browser architecture or ecosystem.

We value a variety of voices within our team and at Mozilla. You don't need to check every box on this list to apply.

What You’ll Get

Generous performance-based bonus plans to all eligible employees - we share in our success as one team
Rich medical, dental, and vision coverage
Generous retirement contributions with 100% immediate vesting (regardless of whether you contribute)
Quarterly all-company wellness days where everyone takes a pause together
Country specific holidays plus a day off for your birthday
One-time home office stipend
Annual professional development budget
Quarterly well-being stipend
Considerable paid parental leave
Employee referral bonus program
Other benefits (life/AD&D, disability, EAP, etc. varies by country)

About Mozilla

Mozilla exists to build the Internet as a public resource accessible to all because we believe that open and free is better than closed and controlled. When you work at Mozilla, you give yourself a chance to make a difference in the lives of Web users everywhere. And you give us a chance to make a difference in your life every single day. Join us to work on the Web as the platform and help create more opportunity and innovation for everyone online.

Commitment to diversity, equity, inclusion, and belonging

Mozilla understands that valuing diverse creative practices and forms of knowledge are crucial to and enrich the company’s core mission. We encourage applications from everyone, including members of all equity-seeking communities, such as (but certainly not limited to) women, racialized and Indigenous persons, persons with disabilities, persons of all sexual orientations, gender identities, and expressions.

We will ensure that qualified individuals with disabilities are provided reasonable accommodations to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment, as appropriate. Please contact us at hiringaccommodation@mozilla.com to request accommodation.

We are an equal opportunity employer. We do not discriminate on the basis of race (including hairstyle and texture), religion (including religious grooming and dress practices), gender, gender identity, gender expression, color, national origin, pregnancy, ancestry, domestic partner status, disability, sexual orientation, age, genetic predisposition, medical condition, marital status, citizenship status, military or veteran status, or any other basis covered by applicable laws. Mozilla will not tolerate discrimination or harassment based on any of these characteristics or any other unlawful behavior, conduct, or purpose.

Group: C

ReqID: R2843

Hiring Ranges

Canada Tier 1 Locations

$191,000—$255,000 CAD

Canada Tier 2 Locations

$173,000—$230,000 CAD",[]
Engineer - LLM Coding Agent,Huawei Canada,,,"About the job
Huawei Canada has an immediate 12-month contract opening for an Engineer.

About the team:

The Centre for Software Excellence Lab conducts pioneering research in software engineering, focusing on next-generation technologies. This team integrates industry best practices with cutting-edge academic research to address lifecycle software engineering challenges, including foundation model applications, software performance engineering, hyper-cluster programming, next-gen mobile OS, and cloud-native computing. This lab uniquely allows researchers to apply innovations directly to products affecting billions of customers while promoting open-source contributions, publications, conference participation, and collaborations to create a broader impact.

About the job:

Research, prototype and build state-of-the-art LLM-based autonomous coding solutions to improve the productivity and quality of software engineering.
Communicate progress and results, presenting findings in lab meetings and contributing to group knowledge.
Meet top industry and academic leaders and experts around the world, collaborate with top researchers and students, consult with Engineering teams across diverse domains.
Publish research papers in far-reaching and impactful areas and submit patent applications for novel inventions.

Job requirements

About the ideal candidate:

Master or PhD Degree in Computer Science, Electrical & Computer Engineering, Machine Learning, or relevant domains.
Solid experience with one or more of the following programming languages: Python/TypeScript and familiarity with software development practices (version management, build management, CI/CD, debugging and profiling).
Familiar with any of these areas: Machine Learning and/or Deep Learning and LLM Application Development.
Experience with LLM Training, Finetuning and Serving, as well as mainstream LLM application frameworks (e.g., LangChain, LlamaIndex, AutoGen) is an asset.
Ability to evaluate, apply, and mature published research to real-world problems on prototype systems.
Have an inquisitive mindset, proven research and communication skills, can conduct investigations and experiments, and can interpret experiment data and present results clearly and concisely. Publications in related top-tier venues is an asset.",[]
Research Engineer - Large Language Models,Huawei Canada,,,"About the job
Huawei Canada has an immediate 12-month contract opening for a Research Engineer. 

About the team:

The Human-Machine Interaction Lab unites global talents to redefine the relationship between humans and technology. Focused on innovation and user-centered design, the lab strives to advance human-computer interaction research. Our team includes researchers, engineers, and designers collaborating across disciplines to develop novel interactive systems, sensing technologies, wearable and IoT systems, human factors, computer vision, and multimodal interfaces. Through high-impact products and cutting-edge research, we aim to enhance user experiences and interactions with technology.

About the job:

Conduct research and development of advanced LLMs and NLP algorithms, enhancing language understanding and generation capabilities.
Design and optimize LLM architectures for scalability and efficiency in real-world applications, especially in human-computer interaction.
Develop innovative Human-Agent interaction systems that leverage LLMs for more natural, adaptive, and contextually aware user experiences.
Collaborate with cross-functional teams to implement LLM-driven solutions into interactive, production-level systems.
Research and develop novel dialogue management frameworks that support mixed-initiative conversations between humans and AI agents.
Stay updated on the latest advancements in LLMs, NLP, and related AI fields.
Contribute to the research community through patents, publications, and participation in industry conferences. 

Job requirements

About the ideal candidate:

Ph.D. or Master's in Computer Science, Machine Learning, NLP, or a closely related field with a focus on LLMs.
Minimum of 3 years of experience in LLM research and development, with a robust portfolio of applied projects or publications.
Expertise in building, fine-tuning, and deploying large-scale LLMs using frameworks like PyTorch or TensorFlow.
Proficiency in Python and familiarity with additional programming languages like Java or C++.
Proven experience in handling large datasets, data pre-processing pipelines, and optimizing model performance.
Experience with contributing to relevant open-source projects is an asset.
Experience with building commercialized agent/conversational systems is an asset.",[]
Staff AI Engineer - AI Product,ClickUp,Canada,Remote,"About the job
ClickUp is revolutionizing the way the world works. As the only all-in-one productivity platform built from day one for true convergence, ClickUp unifies tasks, docs, chat, calendar, enterprise search, and more—supercharged by context-driven AI. While others scramble to bundle fragmented tools or bolt on AI, we anticipated this future and made it our foundation from the start. Headquartered in San Diego with a rapidly expanding global footprint, we empower over three million teams to break free from silos and reclaim their time—saving at least one day every week. Join ClickUp, one of the fastest-growing SaaS companies on the planet, and help millions of users transform the way they work. We’re not just building software. We’re shaping the future of work. Come join us in building the future—together. 🦄
 Role Overview:

We are seeking a highly skilled and innovative Staff AI Engineer – AI Product to join our ClickUp Engineering team. In this role, you will drive the development of intelligent, user-facing features that leverage the latest advancements in AI and large language models (LLMs). You will work closely with product, design, and engineering teams to deliver seamless, impactful AI-powered experiences that delight our users and differentiate ClickUp in the productivity space. This is a product-focused engineering role requiring deep expertise in AI, LLMs, and building scalable, production-ready applications.

Key Responsibilities:


Lead the design, development, and deployment of AI-powered features and products that directly impact ClickUp users.

Collaborate with product managers, designers, and engineers to identify opportunities for AI-driven innovation and translate user needs into technical solutions.

Integrate and orchestrate multiple LLMs and AI models to deliver robust, context-aware, and personalized user experiences.

Prototype, test, and iterate on new AI features, leveraging user feedback and data to drive continuous improvement.

Ensure the reliability, scalability, and performance of AI-powered features in production environments.

Stay at the forefront of AI research and product trends, incorporating the latest advancements into ClickUp’s product roadmap.

Address AI privacy, security, and compliance challenges, ensuring responsible and ethical use of AI in user-facing applications.

Mentor and guide other engineers in best practices for building AI-powered products.


Qualifications:


Proven experience building and shipping AI-powered features or products in a production environment.

Deep understanding of LLMs and AI models, including their strengths, limitations, and integration strategies.

Experience working with orchestration frameworks and integrating multiple AI models to deliver cohesive user experiences.

Experience developing evaluation frameworks and metrics for AI features, with a focus on user impact and business value.

Familiarity with AI privacy, security, and compliance best practices.

5+ years of backend and/or full-stack engineering experience, with proficiency in Python, JavaScript/TypeScript, or similar languages.

5+ years of experience with PostgresDB, MySQL, or other related DBs.

5+ years of experience with Elasticsearch or other related technologies.

Experience setting up production-ready observability and logging.

Demonstrated ability to collaborate cross-functionally and translate product requirements into technical solutions.

Passion for staying updated with the latest AI research and applying it to solve real-world user problems.

Excellent communication and mentorship skills, with a track record of influencing product direction and engineering best practices.



  

Unsure if you meet all the qualifications of this job description but are deeply excited about the role? We hire based on ambition, grit, and a passion for improving the way people work. If you think ClickUp is the company for you, we encourage you to apply!

At ClickUp, we assess every candidate based on the potential impact they can have. We hire the best people for the job and support each person’s journey to build their boldest career.
 
ClickUp is an Equal Opportunity Employer, and qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin.

ClickUp collects and processes personal data in accordance with applicable data protection laws.


If you are a European Job Applicant, see our privacy policy for further details.

If you are a Philippine Job Applicant, see our privacy policy and our Philippine Data Privacy Notice for further details. 


Please note we are unable to sponsor or take over sponsorship of an employment visa for roles outside of engineering and product at this time. Sponsorship for engineering and product roles is not guaranteed, but is instead based on the business needs for that specific role at that time. Please reach out to the recruiter with any questions.


ClickUp Talent Acquisition will only initiate contact via an @clickup.com email or through our official careers portal on clickup.com. We will never request fees, payments, or sensitive personal information. Please disregard any offers received outside these channels and report them to support@clickup.com.",[]
